1.38376,8.8198
2.45402,8.4331
2.27246,13.1292
2.49187,14.7463
2.00842,3.31905
1.90561,10.6172
1.27568,3.24348
1.25844,7.18252
0.423861,3.339
1.45281,6.60651
0.487964,11.6908
0.89469,11.1985
2.22689,12.6495
2.28806,11.573
1.2042,3.77569
2.06957,13.1588
2.16597,13.4819
2.3679,11.5254
2.65679,4.97912
1.51011,11.955
1.6587,14.1948
2.02783,11.5198
1.84014,3.20429
2.4996,4.9153
0.569287,11.9351
2.21281,10.4996
3.06924,13.7958
2.02193,3.81889
0.646652,4.99429
2.50323,14.5623
0.352791,12.9572
2.19414,4.38573
0.978297,12.0796
0.154039,9.85119
1.04454,6.22436
1.02425,10.9655
0.72426,4.8668
0.925985,8.97981
1.16176,7.91657
2.84678,4.47438
1.72028,9.86422
1.89964,12.1404
3.09064,12.2768
2.79018,5.79523
0.587059,3.30349
0.267425,14.7117
1.55861,13.9395
2.21686,5.92021
2.30235,7.06495
1.8221,13.2223
1.24622,7.26343
0.867163,10.7436
3.03314,8.3048
1.72607,3.88284
2.25059,10.0316
0.438366,12.7015
2.1625,4.11814
0.760522,12.4173
1.70878,9.25644
1.76084,12.0185
0.389616,12.9619
1.49284,6.86201
1.67301,13.6307
2.66501,7.28383
1.625,9.57664
0.790881,13.8122
0.77893,13.1771
2.81596,4.07562
1.21005,3.05365
2.70764,6.94385
0.501073,5.08798
2.46526,9.18786
2.92979,10.4742
2.67779,12.8327
1.15185,8.36859
0.340641,5.9475
0.19967,11.0319
1.33701,10.7137
2.5726,10.1103
0.371007,13.5351
2.0768,13.9028
1.67901,10.4594
2.54386,10.2785
1.38566,7.94755
1.35588,7.34981
1.22234,5.70514
1.93103,9.43459
2.74779,4.14711
0.760799,6.26404
2.42298,12.3017
2.59918,14.9539
2.58565,10.3044
2.56023,8.45544
1.98008,8.84397
0.384803,14.4527
2.63668,11.3276
2.6148,12.1586
1.48007,7.97715
3.01068,3.0121
2.10529,7.31614
0.907695,4.80526
1.85461,14.5683
1.44172,3.76121
3.09952,10.1291
0.282206,6.54113
1.77452,5.71844
0.32188,12.6362
1.46756,4.69174
1.09629,5.59393
1.42348,10.2374
1.92156,5.54911
1.66624,8.7983
0.91254,13.6933
1.23108,11.1751
1.11377,7.03744
2.99796,3.04261
0.166931,4.67879
3.01811,7.88156
0.873632,12.0481
2.05651,7.09169
0.185049,10.5137
2.94637,11.9827
2.15386,13.6609
0.742968,13.6035
0.856299,3.2836
2.31337,11.4512
2.41743,7.83949
1.84546,13.3301
1.08773,10.8245
1.58584,5.41243
0.733683,5.62263
0.309876,12.8559
0.632492,12.7283
2.05147,6.65463
0.592559,4.40227
3.02366,9.09949
1.40705,14.4041
1.08201,5.52757
2.28001,10.388
0.620093,9.50835
0.716599,5.43394
1.16969,5.86518
2.69848,11.271
2.75402,13.9743
1.44935,11.6028
0.124985,4.3631
1.54493,7.67235
2.55739,11.7372
0.247055,8.60262
1.63995,8.87844
3.04004,4.17964
2.96365,7.12809
1.5469,11.861
2.35122,12.4599
1.88913,11.1451
2.3303,9.62699
1.78611,9.828
0.67175,14.8579
2.53656,6.50341
0.946694,13.5038
2.86239,14.2296
1.85034,6.93252
1.05978,13.8834
1.64633,14.3856
0.653133,8.71652
0.805089,13.2816
0.230042,8.24872
2.91654,9.78625
0.944257,6.28149
2.48721,12.8814
3.00553,5.36982
0.540324,13.4006
1.18569,10.7848
0.984936,4.42147
2.6305,10.942
0.649733,4.32381
2.6381,7.77586
2.9579,3.54868
1.17918,3.80195
0.83267,8.16085
1.00928,13.0427
0.663284,6.41752
2.94243,5.0196
1.03749,5.98064
1.19141,12.9915
1.43246,11.3723
0.697929,9.20276
2.37776,4.6459
0.378236,13.6448
0.322952,7.73968
0.84588,10.0327
0.301221,11.2478
0.46017,11.8534
1.60849,10.9911
0.554012,8.51693
0.495312,5.20321
2.38673,3.68355
1.81602,14.0334
3.07041,7.9288
1.74086,9.98462
1.11938,6.59773
2.0377,9.46487
1.9083,6.39655
2.76727,8.76626
0.693217,7.44612
0.277923,12.9282
1.9172,13.8484
1.01277,6.06645
1.96937,3.37091
2.52679,9.70843
1.93819,14.1246
2.98863,6.88491
2.72182,11.065
2.73086,12.3125
2.64767,10.6958
2.85122,5.14128
3.05251,14.4789
1.79261,8.55551
0.828417,10.3223
2.74395,13.3779
0.956919,11.0486
